api,EUR oil,operator_name,well_name
33053077030000,534855,MARATHON OIL COMPANY,FORSMAN USA  44-22H
33053077040000,285778,MARATHON OIL COMPANY,LOCKWOOD USA  44-22TFH
33053077050000,333057,MARATHON OIL COMPANY,MURPHY USA  34-22TFH-2B
33053077060000,390184,MARATHON OIL COMPANY,BEGOLA USA  34-22H
33053077490000,0,MARATHON OIL COMPANY,LOREN USA  14-23TFH
33053077500000,0,MARATHON OIL COMPANY,WHITEBODY USA  14-23H
33053077510000,0,MARATHON OIL COMPANY,LAMARR USA  13-23TFH
33053078480000,1163429,ENERPLUS RESOURCES USA CORPORATION,MANDAREE  150-94-32C-29H TF
33053078640000,0,ENERPLUS RESOURCES USA CORPORATION,MHA  150-94-32D-29H TF
33053078650000,0,ENERPLUS RESOURCES USA CORPORATION,BEAR DEN  150-94-32D-29H
33053079210000,367162,MARATHON OIL COMPANY,IRON WOMAN USA  14-9H
33053079220000,285078,MARATHON OIL COMPANY,LENA USA  14-22H
33053079230000,1152812,ENERPLUS RESOURCES USA CORPORATION,FT BERTHOLD  150-94-32C-29H
33053079540000,479151,WPX ENERGY WILLISTON LLC,ETSTATIS   32-29HXR
33053079550000,0,MARATHON OIL COMPANY,WINONA USA  21-2TFH-2B
33053079560000,1299134,MARATHON OIL COMPANY,CHAUNCEY USA  31-2H
33053079570000,0,MARATHON OIL COMPANY,WILBUR USA  31-2TFH
33053079580000,0,MARATHON OIL COMPANY,JUNE USA   31-2H
33053079590000,0,MARATHON OIL COMPANY,MILES USA  41-2TFH-2B
33053079610000,247050,ENERPLUS RESOURCES USA CORPORATION,RAVINE  152-94-16A-21H
33053079620000,287849,ENERPLUS RESOURCES USA CORPORATION,CANYON  152-94-16A-21H-TF2
33053079630000,0,ENERPLUS RESOURCES USA CORPORATION,GULLY  152-94-16A-21H-TF1
33053079640000,0,ENERPLUS RESOURCES USA CORPORATION,MESA  152-94-16A-21H
33053079860000,1347922,ENERPLUS RESOURCES USA CORPORATION,CRANE  150-94-33C-28H
33053079870000,475676,ENERPLUS RESOURCES USA CORPORATION,WHOOPING  150-94-33C-28H-TF2
33053079880000,0,MARATHON OIL COMPANY,SHOOTS USA  41-2H
33053079890000,0,MARATHON OIL COMPANY,MAMIE USA  21-1TFH
33053079900000,0,MARATHON OIL COMPANY,MARK USA  11-1H
33053079910000,0,MARATHON OIL COMPANY,TIMOTHY USA  11-1TFH-2B
33053080360000,0,SLAWSON EXPLORATION COMPANY INC,GUNSLINGER FEDERAL   4-1-12H
33053080990000,0,ABRAXAS PETROLEUM CORP,YELLOWSTONE   5H
33053081000000,0,ABRAXAS PETROLEUM CORP,YELLOWSTONE  6H
33053081010000,0,ABRAXAS PETROLEUM CORP,YELLOWSTONE  7H
33053081080000,669296,ABRAXAS PETROLEUM CORP,YELLOWSTONE  4HR
33053082940000,0,ABRAXAS PETROLEUM CORP,LILLIBRIDGE 20-17-  10H
33053082950000,0,ABRAXAS PETROLEUM CORP,LILLIBRIDGE 20-17-  11H
33053082960000,0,ABRAXAS PETROLEUM CORP,LILLIBRIDGE 20-17-  12H
33053083180000,0,ABRAXAS PETROLEUM CORP,LILLIBRIDGE 20-17-  9H
33105015660000,408240,MUREX PETROLEUM CORPORATION,ANGIE MARIE  13-24H
33105015750000,291225,MUREX PETROLEUM CORPORATION,AMY LYNETTE  14-23H
33105015870000,230635,MUREX PETROLEUM CORPORATION,MEGAN BROOKE  15-22H
33105017660000,277120,KRAKEN OPERATING LLC,OBERT  1-13H
33105017740000,451209,MUREX PETROLEUM CORPORATION,KRISTI LEIGH  11-2H
33105017750000,282421,MUREX PETROLEUM CORPORATION,TERESA NELL  20-17H
33105017810000,188886,KRAKEN OPERATING LLC,STEDMAN  1-24H
33105017890000,220653,KRAKEN OPERATING LLC,ANSETH  1-29H
33105017950000,174671,MUREX PETROLEUM CORPORATION,CLAIRE ALEXIS  33-4H
33105017970000,396216,MUREX PETROLEUM CORPORATION,BRIAN WEBB  32-5H
33105017980000,188149,MUREX PETROLEUM CORPORATION,LISA DIANE   15-22H
33105017990000,244629,KRAKEN OPERATING LLC,KARI  1-19H
33105018020000,218786,KRAKEN OPERATING LLC,RICKY   1-18H
33105018050000,191147,KRAKEN OPERATING LLC,LEE  1-20H
33105018190000,404955,MUREX PETROLEUM CORPORATION,JOANN MARIE  13-24H
33105018210000,450746,MUREX PETROLEUM CORPORATION,KEVIN WAYNE  10-3H
33105018260000,181829,KRAKEN OPERATING LLC,PANASUK  1-23H
33105018270000,236982,KRAKEN OPERATING LLC,HOROB  1-14H
33105018370000,167220,KRAKEN OPERATING LLC,FASCHING  1-22H
33105018380000,187407,KRAKEN OPERATING LLC,MILLOY  1-15H
33105018400000,167036,SLAWSON EXPLORATION COMPANY INC,STAMPEDE  1-36-25H
33105018500000,266500,CRESCENT POINT ENERGY US CORP,NJOS  157-100-26B-35-1H
33105018510000,214267,KRAKEN OPERATING LLC,GOODMAN  1-36H
33105018710000,237184,KRAKEN OPERATING LLC,REDFIELD  25-36-157-99H
33105018830000,332434,MUREX PETROLEUM CORPORATION,VENTURA  11-2H
33105018860000,112837,CRESCENT POINT ENERGY US CORP,STATE  1-36H-156-98
33105018870000,229381,KRAKEN OPERATING LLC,WISEMAN  1-31H
33105018880000,115986,KRAKEN OPERATING LLC,NADEAU  1-35H
33105018940000,372475,MUREX PETROLEUM CORPORATION,MANDY KAY  14-23H
33105019150000,51921,CRESCENT POINT ENERGY US CORP,PERRY LARSON  1-21-16H-158-97
33105019580000,474802,MUREX PETROLEUM CORPORATION,VANESSA ABIGAIL FEDERAL  33-28H
33105019640000,204357,MUREX PETROLEUM CORPORATION,RYAN CURTIS  33-4H
33105019920000,251464,MUREX PETROLEUM CORPORATION,VIRGINIA LEIGH FEDERAL  33-28H
33105019930000,404357,MUREX PETROLEUM CORPORATION,KAYLEE ANN  32-29H
33105019950000,127348,KRAKEN OPERATING LLC,LOVE 11-2  1H
33105019970000,93788,SLAWSON EXPLORATION COMPANY INC,AMBUSH   1-31-30H
33105020070000,214659,KRAKEN OPERATING LLC,REDFIELD   14-23-157-99H
33105020440000,186733,MUREX PETROLEUM CORPORATION,PEGGY LEE  31-30H
33105020580000,453776,MUREX PETROLEUM CORPORATION,OLIVIA MARIE  32-5H
33105021050000,223654,MUREX PETROLEUM CORPORATION,MARGARET ELIZABETH  4-33H
33105021120000,195771,MUREX PETROLEUM CORPORATION,ESKELAND HERFINDAHL   7-6H
33105021150000,214087,MUREX PETROLEUM CORPORATION,ALLISON ANN  7-6H
33105021990000,267980,MUREX PETROLEUM CORPORATION,JACK DAVID   8-5H
33105022450000,272449,KRAKEN OPERATING LLC,MARCY   1-24H
33105022510000,230826,KRAKEN OPERATING LLC,KING  1-5H
33105022670000,212221,SLAWSON EXPLORATION COMPANY INC,STAMPEDE  2-36-25H
33105022750000,197393,MUREX PETROLEUM CORPORATION,ANDREW JAY   5-32H
33105022880000,248320,CRESCENT POINT ENERGY US CORP,ELENA   22-1H
33105022890000,302878,CRESCENT POINT ENERGY US CORP,LLOYD  27-1H
33105023190000,302388,MUREX PETROLEUM CORPORATION,ETHAN ROBERT  5-32H
33105023250000,305297,KRAKEN OPERATING LLC,COVELESKI  1-35H
33105023330000,282698,KRAKEN OPERATING LLC,RUFFING  1-34H
33105023340000,195245,MUREX PETROLEUM CORPORATION,RODNEY LYNN  4-33H
33105023510000,229390,KRAKEN OPERATING LLC,WILHELM  1-21H
33105023770000,342888,CRESCENT POINT ENERGY US CORP,SC-JEAN  157-99-0904H-1
33105023820000,229685,CRESCENT POINT ENERGY US CORP,CPEUSC AMELIA GRACE  7-6-158N-99W
33105023830000,192016,CRESCENT POINT ENERGY US CORP,CPEUSC LOWE  18-19-158N-99W
33105023840000,188410,KRAKEN OPERATING LLC,BLAINE  1-33H
33105023860000,385356,KRAKEN OPERATING LLC,HOBART  1-27H
33105023880000,203042,CRESCENT POINT ENERGY US CORP,CPEUSC AUSTIN  17-20-158N-99W
33105023900000,226391,KRAKEN OPERATING LLC,SUTTON  1-3H
33105023910000,316677,KRAKEN OPERATING LLC,RIXEY  1-28H
33105024080000,219901,KRAKEN OPERATING LLC,GARNER   1-32H
33105024090000,355252,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,TEMPLE  21-1H-2536-15996-TF
33105024100000,404073,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,OVERDORF   21-1H-0112-15896-MB
33105024130000,337049,CRESCENT POINT ENERGY US CORP,SC-NELSON  157-99-3031H-1
33105024170000,203527,KRAKEN OPERATING LLC,STEVENSON  1-31H
33105024280000,196387,KRAKEN OPERATING LLC,CASS  1-9H
33105024290000,333813,CRESCENT POINT ENERGY US CORP,SC-DAVID  157-99-2932H-1
33105024300000,296579,KRAKEN OPERATING LLC,REDFIELD 24-13-157-99H  1NC
33105024310000,349004,KRAKEN OPERATING LLC,BLACK FEDERAL  1-28H
33105024420000,349056,CRESCENT POINT ENERGY US CORP,CPEUSC PAOPAO  35-26-158N-100W
33105024570000,272575,CRESCENT POINT ENERGY US CORP,CPEUSC FANTUZ  13-24-158N-100W
33105024580000,227861,CRESCENT POINT ENERGY US CORP,CPEUSC DEFRANCE  12-1-158N-100W
33105024650000,278229,KRAKEN OPERATING LLC,FAIRBANKS  1-20H
33105024660000,302433,KRAKEN OPERATING LLC,MATHEWSON  1-30H
33105024690000,226926,CRESCENT POINT ENERGY US CORP,CPEUSC BURGESS  14-23-158N-100W
33105024890000,212898,KRAKEN OPERATING LLC,FELLER   1-22H
33105024900000,372491,KRAKEN OPERATING LLC,WASHBURNE  1-22H
33105025040000,133954,KRAKEN OPERATING LLC,LONGHORN  9-4-158-99H
33105025050000,137397,CRESCENT POINT ENERGY US CORP,CPEUSC MCQUARTERS  14-23-158N-101W
33105025090000,151909,CRESCENT POINT ENERGY US CORP,WALTERS  35-26-158N-101W
33105025210000,189266,CRESCENT POINT ENERGY US CORP,CPEUSC SAMPLES  26-35-159N-100W
33105025220000,185474,CRESCENT POINT ENERGY US CORP,CPEUSC MAKOWSKY  31-30-158N-99W
33105025250000,315055,KRAKEN OPERATING LLC,COLFAX  1X-19H
33105025630000,160818,CRESCENT POINT ENERGY US CORP,CPEUSC TRIPUCKA  34-27-158N-101W
33105025640000,244759,KRAKEN OPERATING LLC,MARCY  2-24H
33105025650000,203493,KRAKEN OPERATING LLC,MARCY  3-24H
33105025800000,144384,CRESCENT POINT ENERGY US CORP,CPEUSC CLERMONT  18-19-158N-100W
33105025980000,161174,CRESCENT POINT ENERGY US CORP,CPEUSC SZARKA  25-36-159N-100W
33105026510000,228392,KRAKEN OPERATING LLC,WILHELM  3-21H
33105026520000,297479,KRAKEN OPERATING LLC,WILHELM  2-21H
33105026530000,337686,KRAKEN OPERATING LLC,RIXEY  2-28H
33105026540000,233091,KRAKEN OPERATING LLC,RIXEY  3-28H
33105026730000,284307,KRAKEN OPERATING LLC,REDFIELD 14-23  2H
33105026900000,466780,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,ND STATE  24-16H-0916-15895-TF
33105026910000,453304,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,MCGREGOR  24-16H-2128-15895-MB
33105027370000,175293,CRESCENT POINT ENERGY US CORP,CPEUSC SUITOR    13-24-158N-101W
33105027610000,118814,CRESCENT POINT ENERGY US CORP,CPEUSC POLEY    12-1-158N-101W
33105027620000,201774,CRESCENT POINT ENERGY US CORP,CPEUSC REED  10-3-158N-100W
33105027650000,159626,CRESCENT POINT ENERGY US CORP,CPEUSC FARTHING   31-30-158N-100W
33105027730000,142112,KRAKEN OPERATING LLC,LESTER  1-1H
33105027860000,288511,CRESCENT POINT ENERGY US CORP,SC-TAMI  157-99-0805H-1
33105027870000,203587,KRAKEN OPERATING LLC,LINDSAY   1-35H
33105027880000,310254,KRAKEN OPERATING LLC,POCASSET  1-29H
33105027950000,205618,KRAKEN OPERATING LLC,SOUTHARD  1-4H
33105028370000,321152,KRAKEN OPERATING LLC,MATHEWSON  3-30H
33105028380000,217377,KRAKEN OPERATING LLC,MATHEWSON  2-30H
33105028390000,312116,KRAKEN OPERATING LLC,COLFAX  3-19H
33105028400000,278675,KRAKEN OPERATING LLC,COLFAX  2-19H
33105028460000,249191,CRESCENT POINT ENERGY US CORP,CPEUSC NARCISSE    8-5-158N-99W
33105028470000,254745,CRESCENT POINT ENERGY US CORP,CPEUSC HOLMES  8-5-158N-100W
33105028720000,191995,KRAKEN OPERATING LLC,STEDMAN  2-24H-2
33105028730000,141435,KRAKEN OPERATING LLC,STEDMAN  4-24H-1
33105028810000,156778,CRESCENT POINT ENERGY US CORP,CPEUSC SYLVEN  11-2-158N-100W
33105028860000,380343,KRAKEN OPERATING LLC,SUTTON  2-10H
33105028870000,304139,KRAKEN OPERATING LLC,SUTTON  3-10H
33105029080000,197837,CRESCENT POINT ENERGY US CORP,CPEUSC RUBY  17-20-158N-100W
33105029200000,132381,KRAKEN OPERATING LLC,STEDMAN  3-24H3
33105029210000,118462,KRAKEN OPERATING LLC,STEDMAN  5-24H2
33105029280000,380710,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,MAYBERY  44-7H-0607-15895-MB
33105029290000,292421,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,ELROY  44-7H-0607-15895-TF
33105029340000,272905,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,LARENA  21-8H-0817-15895-MB
33105029350000,212951,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,LEON  21-8H-0817-15895-TF
33105029580000,215423,CRESCENT POINT ENERGY US CORP,CPEUSC CAMPBELL  7-6-158N-100W
33105029740000,272842,SLAWSON EXPLORATION COMPANY INC,BILLABONG  2-13-14HBK
33105029750000,189458,SLAWSON EXPLORATION COMPANY INC,SAIL AND ANCHOR   4-13-14HBK
33105029760000,430027,SLAWSON EXPLORATION COMPANY INC,BLACKDOG  3-13-14H
33105029780000,256085,KRAKEN OPERATING LLC,DRAGSETH  1-4AH
33105030080000,231587,CRESCENT POINT ENERGY US CORP,CPEUSC DRESSLER  36-25-158N-100W
33105030170000,310917,KRAKEN OPERATING LLC,RAYMOND  1-21AH
33105031100000,354366,CRESCENT POINT ENERGY US CORP,SC-BENNIE  157-99-2017H-1
33105031300000,403682,SLAWSON EXPLORATION COMPANY INC,COOPERS  2-15-14HBK
33105031310000,248522,SLAWSON EXPLORATION COMPANY INC,TOOHEYS  4-15-14HBK
33105031480000,124361,KRAKEN OPERATING LLC,ALAMO  1-34H
33105031640000,180773,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,HOVE  11-21H-2128-15895-TF
33105031650000,396294,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,MORRIS  11-21H-0916-15895-MB
33105031910000,369455,CRESCENT POINT ENERGY US CORP,SC-BERNER-  157-99-1918H-1
33105032350000,394158,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,ERLING  14-7H-0607-15895-MB
33105032360000,198407,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,ALVIN  14-7H-1819-15895-TF
33105032540000,314832,SLAWSON EXPLORATION COMPANY INC,LITTLE CREATURE  1-15-14H
33105032710000,156982,CRESCENT POINT ENERGY US CORP,CPEUSC DEFRANCE  2H-12-1-158N-100W
33105032830000,216189,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,YOGI  14-7H-0607-15895-TF
33105032840000,161785,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,EDNA  14-7H-1819-15895-MB
33105033130000,250234,KRAKEN OPERATING LLC,WALLACE  1-6H
33105033320000,149751,SLAWSON EXPLORATION COMPANY INC,E RENNERFELDT  1-13H
33105033330000,180740,SLAWSON EXPLORATION COMPANY INC,E RENNERFELDT  2-13H
33105033640000,207363,KRAKEN OPERATING LLC,GREENE  1-3H1
33105033750000,127301,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,RON BURGUNDY  3-23-14H
33105033870000,133925,CRESCENT POINT ENERGY US CORP,CPEUSC MATILDA MAY  32-29-158-100
33105033970000,332015,KRAKEN OPERATING LLC,KNOX  1-16H
33105034040000,60364,SLAWSON EXPLORATION COMPANY INC,MATILDA BAY  1-15H
33105034050000,185335,SLAWSON EXPLORATION COMPANY INC,MATILDA BAY  2-15H
33105034130000,288443,KRAKEN OPERATING LLC,MERCER  1-13H
33105034140000,230472,KRAKEN OPERATING LLC,SUMNER  1-12H
33105034600000,221890,SLAWSON EXPLORATION COMPANY INC,BOOTLEG  5-14-15TFH
33105034610000,218785,SLAWSON EXPLORATION COMPANY INC,BOOTLEG  4-14-15TFH
33105034620000,149832,SLAWSON EXPLORATION COMPANY INC,BOOTLEG  6-14-15TFH
33105034630000,178421,SLAWSON EXPLORATION COMPANY INC,BOOTLEG  7-14-15TFH
33105034740000,177113,KRAKEN OPERATING LLC,WAYNE  1-14H
33105034960000,231307,SLAWSON EXPLORATION COMPANY INC,IRONBANK  5-14-13TFH
33105034970000,161826,SLAWSON EXPLORATION COMPANY INC,IRONBANK  4-14-13TFH
33105035090000,349465,KRAKEN OPERATING LLC,NASH  1-22H
33105035360000,246668,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,GOHRICK  158-95-17-8-4MBH
33105035370000,234639,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,GOHRICK  158-95-17-8-5TFH
33105035380000,256651,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,GOHRICK  158-95-17-8-5MBH
33105035390000,173402,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,GOHRICK  158-95-17-8-6TFH
33105035400000,154009,CRESCENT POINT ENERGY US CORP,CPEUSC GETZLAF   36-25-158N-101W
33105035410000,259546,KRAKEN OPERATING LLC,GLADYS  1-20H
33105035920000,328764,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,GOHRICK  158-95-17-8-6MBH
33105036350000,260159,CRESCENT POINT ENERGY US CORP,CPEUSC AMELIA GRACE  2H-7-6-158N-99W
33105036360000,108713,SLAWSON EXPLORATION COMPANY INC,IRONBANK  6-14-13TFH
33105036370000,211237,SLAWSON EXPLORATION COMPANY INC,IRONBANK  7-14-13TFH
33105036470000,167630,SLAWSON EXPLORATION COMPANY INC,BOOTLEG  8-14-15TF2H
33105036690000,222079,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,ND STATE  158-95-16-9-10TFH
33105037290000,128152,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,ND STATE  158-95-16-9-1TFH
33105037300000,187165,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,ND STATE  158-95-16-9-2MBH
33105037310000,255827,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,ND STATE  158-95-16-9-2TFH
33105037320000,245173,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,ND STATE  158-95-21-28-2MBH
33105037330000,165603,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,ND STATE  158-95-21-28-2TFH
33105037340000,232657,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,ND STATE  158-95-21-28-1MBH
33105037620000,0,MUREX PETROLEUM CORPORATION,SHERRY ANN  13-24H
33105037630000,0,MUREX PETROLEUM CORPORATION,JOHAN STEPHEN  13-24H
33105037750000,269127,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,ND STATE  158-95-16-9-4MBH
33105037760000,129339,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,ND STATE  158-95-16-9-3TFH
33105037770000,146347,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,ND STATE  158-95-16-9-3MBH
33105037780000,191925,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,ND STATE  158-95-21-28-4TFH
33105037790000,197039,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,ND STATE  158-95-21-28-3MBH
33105037800000,107396,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,ND STATE  158-95-21-28-3TFH
33105037880000,99160,CRESCENT POINT ENERGY US CORP,CPEUSC HUGHES  11-2-158-101
33105037890000,136423,CRESCENT POINT ENERGY US CORP,CPEUSC DURANT  10-3-158-101
33105038190000,0,MUREX PETROLEUM CORPORATION,ELMER OLAF  13-24H
33105038200000,0,MUREX PETROLEUM CORPORATION,ALFRED JACOB  13-24H
33105038210000,168887,CRESCENT POINT ENERGY US CORP,CPEUSC GOLDSMITH  15-22-158-101
33105038370000,66363,KRAKEN OPERATING LLC,BENDIXON  1-10H
33105038560000,147877,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,ND STATE  158-95-16-9-5MBH
33105038570000,163447,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,ND STATE  158-95-16-9-5TFH
33105038580000,249957,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,ND STATE  158-95-16-9-6MBH
33105038640000,263910,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,ND STATE  158-95-21-28-6TFH
33105038650000,225540,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,ND STATE  158-95-21-28-5MBH
33105038880000,180489,KRAKEN OPERATING LLC,FORAKER  1-25H
33105038950000,121726,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,ND STATE  158-95-21-28-5TFH
33105039260000,243644,KRAKEN OPERATING LLC,ELIAS  1-21H
33105039630000,123110,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,LEON  158-95-17-8-1TFH
33105039640000,119826,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,LEON  158-95-17-8-1MBH
33105039650000,151854,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,LEON  158-95-17-8-2MBH
33105039660000,104676,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,LEON  158-95-17-8-3TFH
33105040610000,722200,CRESCENT POINT ENERGY US CORP,CPEUSC DRESSLER  4-36-25-158N-100W
33105040620000,894337,CRESCENT POINT ENERGY US CORP,CPEUSC DRESSLER  3-36-25-158N-100W
33105040630000,0,CRESCENT POINT ENERGY US CORP,CPEUSC PAOPAO  2-35-26-158N-100W
33105040880000,0,CRESCENT POINT ENERGY US CORP,CPEUSC MAKOWSKY  4-31-30-158N-99W
33105040890000,0,CRESCENT POINT ENERGY US CORP,CPEUSC MAKOWSKY  3-31-30-158N-99W
33105041300000,0,CRESCENT POINT ENERGY US CORP,CPEUSC MAKOWSKY  2-31-30-158N-99W
33105041810000,0,CRESCENT POINT ENERGY US CORP,CPEUSC DRESSLER  2-36-25-158N-100W
33105041860000,526166,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,HAUSTVEIT  155-95-12-13-2MBH
33105042320000,458262,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,TANK  156-98-1-12-2MBH
33105042330000,258595,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,ANDERSON  156-97-4-9-2MBH
33105042420000,0,CRESCENT POINT ENERGY US CORP,CPEUSC SUITOR  4-13-24-158N-101W-PNC
33105042430000,0,CRESCENT POINT ENERGY US CORP,CPEUSC SUITOR  3-13-24-158N-101W-PNC
33105042440000,83245,CRESCENT POINT ENERGY US CORP,CPEUSC SUITOR  2-13-24-158N-101W
33105042520000,79140,CRESCENT POINT ENERGY US CORP,CPEUSC SUITOR  3-13-24-158N-101W
33105042540000,87416,CRESCENT POINT ENERGY US CORP,CPEUSC SUITOR  4-13-24-158N-101W
33105042590000,155965,CRESCENT POINT ENERGY US CORP,CPEUSC LOWE  6-18-19-158N-99W TFH
33105042600000,195569,CRESCENT POINT ENERGY US CORP,CPEUSC AMELIA GRACE  5-7-6-158N-99W TFH
33105042610000,111191,CRESCENT POINT ENERGY US CORP,CPEUSC LOWE  7-18-19-158N-99W TFH
33105042660000,0,CRESCENT POINT ENERGY US CORP,CPEUSC MANCHUK  2-31-30-159N-100W
33105042780000,56564,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,NELSON  158-95-20-1MBH
33105042790000,60317,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,NELSON  158-95-20-3TFH
33105042800000,98844,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,NELSON  158-95-20-2MBH
33105042810000,54644,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,NELSON  158-95-20-2TFH
33105042820000,79563,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,NELSON  158-95-20-3MBH
33105042830000,55356,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,NELSON  158-95-20-4TFH
33105042840000,0,CRESCENT POINT ENERGY US CORP,CPEUSC MAKOWSKY  5-31-30-158N-99W TFH
33105042850000,0,CRESCENT POINT ENERGY US CORP,CPEUSC MAKOWSKY  7-31-30-158N-99W TFH
33105042860000,0,CRESCENT POINT ENERGY US CORP,CPEUSC MAKOWSKY  6-31-30-158N-99W TFH
33105042870000,45611,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,NELSON  158-95-20-1TFH
33105042880000,83899,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,NELSON  158-95-20-4MBH
33105042930000,0,CRESCENT POINT ENERGY US CORP,CPEUSC DRESSLER  5-36-25-158N-100 TFH
33105042970000,661215,CRESCENT POINT ENERGY US CORP,CPEUSC DRESSLER  7-36-25-158N-100W TFH
33105042980000,0,CRESCENT POINT ENERGY US CORP,CPEUSC DRESSLER  6-36-25-158N-100W TFH
33105043000000,0,CRESCENT POINT ENERGY US CORP,CPEUSC KEITH  2-16-21-158N-101W
33105043050000,306370,KRAKEN OPERATING LLC,COVELESKI  26-35 #2H
33105043060000,224152,KRAKEN OPERATING LLC,COVELESKI  26-35 #3H
33105043070000,305326,KRAKEN OPERATING LLC,COVELESKI  26-35 #4H
33105043110000,352502,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,T HAUSTVEIT E  156-95-25-36-3MBH
33105043260000,108109,CRESCENT POINT ENERGY US CORP,CPEUSC FORD  21-16-159N-100W
33105043400000,287617,KRAKEN OPERATING LLC,FELLER  22-15 #2H
33105043410000,257535,KRAKEN OPERATING LLC,FELLER  22-15 #3H
33105043420000,689029,KRAKEN OPERATING LLC,FELLER  22-15 #4H
33105043430000,256058,KRAKEN OPERATING LLC,FELLER  22-15 #5H
33105043440000,180230,KRAKEN OPERATING LLC,FELLER  22-15 #6H
33105043450000,374117,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,MCGINNITY E  159-95-31-30-3MBH
33105043460000,266208,KRAKEN OPERATING LLC,FAIRBANKS   20-17 #2H
33105043470000,183676,KRAKEN OPERATING LLC,FAIRBANKS   20-17 #3H
33105043480000,144421,KRAKEN OPERATING LLC,FAIRBANKS   20-17 #4H
33105043490000,167230,KRAKEN OPERATING LLC,FAIRBANKS   20-17 #5H
33105043880000,0,CRESCENT POINT ENERGY US CORP,CPEUSC PAOPAO  4-35-26-158N-100W MBH
33105043890000,0,CRESCENT POINT ENERGY US CORP,CPEUSC PAOPAO  3-35-26-158N-100W MBH
33105043900000,0,CRESCENT POINT ENERGY US CORP,CPEUSC PAOPAO  7-35-26-158N-100W TFH
33105043910000,0,CRESCENT POINT ENERGY US CORP,CPEUSC PAOPAO  6-35-26-158N-100W TFH
33105043920000,0,CRESCENT POINT ENERGY US CORP,CPEUSC PAOPAO  5-35-26-158N-100W TFH
33105043970000,138035,LIBERTY RESOURCES MANAGEMENT COMPANY LLC,OLSON C   158-96-21-16-4MBH
33105044010000,190519,KRAKEN OPERATING LLC,ROSE HENLEY  16-21 #1H
33105044020000,251590,KRAKEN OPERATING LLC,MADDIE   15-22 #1H
33105044120000,143254,KRAKEN OPERATING LLC,KARI  30-19 #2H
33105044130000,172120,KRAKEN OPERATING LLC,KARI  30-19 #3H
33105044140000,149970,KRAKEN OPERATING LLC,KARI  30-19 #4H
33105044690000,435116,KRAKEN OPERATING LLC,WASHBURNE-HODENFIELD LE 22-15  #1H
